简历ID,应聘岗位,所属部门,招聘渠道,简历投递时间,简历筛选结果,筛选完成时间,一面时间,一面面试官,一面结果,二面时间,二面面试官,二面结果,终面时间,终面面试官,终面结果,Offer发放时间,候选人期望薪资,Offer定薪,是否接受Offer,入职时间,是否到岗
RES01615,客服主管,客服部,内部推荐,2025-06-07,不通过,,,,,,,,,,,,,,,,否
RES01616,市场推广,市场部,前程无忧,2025-01-03,不通过,,,,,,,,,,,,,,,,否
RES01617,HRBP,人事部,智联招聘,2024-02-26,不通过,,,,,,,,,,,,,,,,否
RES01618,销售代表,销售部,BOSS直聘,2025-05-26,不通过,,,,,,,,,,,,,,,,否
RES01619,前端开发工程师,技术部,BOSS直聘,2024-06-19,不通过,,,,,,,,,,,,,,,,否
RES01620,数据分析师,产品部,智联招聘,2025-01-11,不通过,,,,,,,,,,,,,,,,否
RES01621,客服主管,客服部,内部推荐,2024-06-10,通过,2024-06-13,2024-06-14,吴杨,候选人放弃,,,,,,,,,,,,否
RES01622,HRBP,人事部,校园招聘,2024-09-18,不通过,,,,,,,,,,,,,,,,否
RES01623,行政专员,人事部,校园招聘,2024-04-15,不通过,,,,,,,,,,,,,,,,否
RES01624,客服主管,客服部,校园招聘,2024-04-28,不通过,,,,,,,,,,,,,,,,否
RES01625,客服主管,客服部,校园招聘,2024-08-21,不通过,,,,,,,,,,,,,,,,否
RES01626,行政专员,人事部,前程无忧,2025-06-05,不通过,,,,,,,,,,,,,,,,否
RES01627,测试工程师,技术部,BOSS直聘,2024-01-03,通过,2024-01-04,2024-01-06,樊文,不通过,,,,,,,,,,,,否
RES01628,市场推广,市场部,内部推荐,2024-02-15,不通过,,,,,,,,,,,,,,,,否
RES01629,行政专员,人事部,BOSS直聘,2024-01-13,不通过,,,,,,,,,,,,,,,,否
RES01630,产品经理,产品部,BOSS直聘,2024-09-07,通过,2024-09-09,2024-09-16,刘婷,候选人放弃,,,,,,,,,,,,否
RES01631,产品经理,产品部,BOSS直聘,2024-02-17,通过,2024-02-18,2024-02-20,黄雷,通过,2024-02-28,余文,不通过,,,,,,,,,否
RES01632,前端开发工程师,技术部,前程无忧,2025-04-28,通过,2025-05-02,2025-05-01,邱丽华,通过,2025-05-05,李丹丹,通过,2025-05-11,张秀芳,通过,2025-05-19,31k,30437.0,是,2025-06-08,是
RES01633,Java开发工程师,技术部,智联招聘,2025-01-07,不通过,,,,,,,,,,,,,,,,否
RES01634,产品运营,运营部,BOSS直聘,2025-01-27,通过,2025-02-01,2025-02-03,刘杨,通过,2025-02-10,孙阳,不通过,,,,,,,,,否
RES01635,前端开发工程师,技术部,智联招聘,2024-06-02,不通过,,,,,,,,,,,,,,,,否
RES01636,前端开发工程师,技术部,校园招聘,2024-07-02,不通过,,,,,,,,,,,,,,,,否
RES01637,数据分析师,产品部,前程无忧,2024-02-06,不通过,,,,,,,,,,,,,,,,否
RES01638,数据分析师,产品部,校园招聘,2025-03-05,不通过,,,,,,,,,,,,,,,,否
RES01639,销售代表,销售部,BOSS直聘,2024-08-17,不通过,,,,,,,,,,,,,,,,否
RES01640,产品运营,运营部,BOSS直聘,2024-11-25,通过,2024-11-27,2024-11-28,高刚,通过,2024-12-07,席雪,通过,2024-12-13,梁鹏,不通过,,,,,,否
RES01641,Java开发工程师,技术部,前程无忧,2024-09-11,通过,2024-09-12,2024-09-19,秦龙,通过,2024-09-26,罗莉,不通过,,,,,,,,,否
RES01642,客服主管,客服部,智联招聘,2025-03-02,不通过,,,,,,,,,,,,,,,,否
RES01643,产品运营,运营部,猎聘,2024-11-23,不通过,,,,,,,,,,,,,,,,否
RES01644,销售代表,销售部,内部推荐,2024-10-04,不通过,,,,,,,,,,,,,,,,否
RES01645,财务会计,财务部,内部推荐,2024-03-20,通过,2024-03-21,2024-03-27,丁鹏,通过,2024-04-01,何兵,通过,2024-04-07,谢燕,通过,2024-04-08,30k,28856.0,是,2024-05-03,是
RES01646,前端开发工程师,技术部,校园招聘,2025-01-16,不通过,,,,,,,,,,,,,,,,否
RES01647,行政专员,人事部,智联招聘,2024-05-02,通过,2024-05-07,2024-05-12,施芳,不通过,,,,,,,,,,,,否
RES01648,数据分析师,产品部,BOSS直聘,2025-05-29,不通过,,,,,,,,,,,,,,,,否
RES01649,前端开发工程师,技术部,前程无忧,2024-02-23,不通过,,,,,,,,,,,,,,,,否
RES01650,数据分析师,产品部,BOSS直聘,2024-07-02,通过,2024-07-06,2024-07-10,江波,不通过,,,,,,,,,,,,否
RES01651,市场推广,市场部,BOSS直聘,2024-08-16,不通过,,,,,,,,,,,,,,,,否
RES01652,销售代表,销售部,BOSS直聘,2025-06-12,不通过,,,,,,,,,,,,,,,,否
RES01653,测试工程师,技术部,智联招聘,2024-02-17,通过,2024-02-20,2024-02-23,梁岩,不通过,,,,,,,,,,,,否
RES01654,前端开发工程师,技术部,BOSS直聘,2025-02-14,不通过,,,,,,,,,,,,,,,,否
RES01655,前端开发工程师,技术部,BOSS直聘,2024-03-11,不通过,,,,,,,,,,,,,,,,否
RES01656,产品运营,运营部,猎聘,2025-04-21,通过,2025-04-22,2025-05-01,周淑兰,通过,2025-04-28,李阳,通过,2025-05-10,张刚,通过,2025-05-12,14k,14122.0,是,2025-06-16,是
RES01657,产品运营,运营部,前程无忧,2024-10-16,不通过,,,,,,,,,,,,,,,,否
RES01658,行政专员,人事部,猎聘,2024-11-14,不通过,,,,,,,,,,,,,,,,否
RES01659,HRBP,人事部,猎聘,2024-12-01,不通过,,,,,,,,,,,,,,,,否
RES01660,市场推广,市场部,BOSS直聘,2024-03-29,通过,2024-04-02,2024-04-02,朱宁,候选人放弃,,,,,,,,,,,,否
RES01661,行政专员,人事部,BOSS直聘,2025-04-12,不通过,,,,,,,,,,,,,,,,否
RES01662,财务会计,财务部,BOSS直聘,2024-01-09,通过,2024-01-12,2024-01-19,吕红梅,通过,2024-01-24,汪丹,不通过,,,,,,,,,否
RES01663,市场推广,市场部,内部推荐,2025-01-12,通过,2025-01-16,2025-01-19,刘斌,通过,2025-01-23,李宁,通过,2025-01-25,王丽娟,不通过,,,,,,否
RES01664,产品运营,运营部,内部推荐,2024-07-24,通过,2024-07-25,2024-07-27,李秀云,通过,2024-08-02,余瑞,不通过,,,,,,,,,否
RES01665,前端开发工程师,技术部,BOSS直聘,2024-10-25,通过,2024-10-29,2024-11-02,孙敏,不通过,,,,,,,,,,,,否
RES01666,客服主管,客服部,智联招聘,2024-11-07,通过,2024-11-12,2024-11-16,孙红梅,通过,2024-11-20,阎丹丹,通过,2024-11-27,解璐,通过,2024-11-27,9k,9626.0,是,2024-12-08,是
RES01667,前端开发工程师,技术部,猎头,2024-09-05,不通过,,,,,,,,,,,,,,,,否
RES01668,Java开发工程师,技术部,前程无忧,2025-04-20,不通过,,,,,,,,,,,,,,,,否
RES01669,行政专员,人事部,内部推荐,2025-01-12,通过,2025-01-16,2025-01-19,葛萍,通过,2025-01-26,高丹丹,通过,2025-01-25,吴玉兰,通过,2025-02-06,9k,9915.0,否,,否
RES01670,市场推广,市场部,BOSS直聘,2025-05-20,通过,2025-05-21,2025-05-27,蒋淑兰,候选人放弃,,,,,,,,,,,,否
RES01671,客服主管,客服部,BOSS直聘,2024-07-19,通过,2024-07-24,2024-07-25,李想,通过,2024-08-01,薛利,不通过,,,,,,,,,否
RES01672,Java开发工程师,技术部,内部推荐,2024-09-08,通过,2024-09-09,2024-09-15,彭小红,通过,2024-09-17,连璐,通过,2024-09-25,贾博,通过,2024-10-03,17k,18153.0,是,2024-10-08,是
RES01673,财务会计,财务部,猎聘,2024-06-03,不通过,,,,,,,,,,,,,,,,否
RES01674,前端开发工程师,技术部,猎聘,2024-01-07,不通过,,,,,,,,,,,,,,,,否
RES01675,HRBP,人事部,前程无忧,2025-02-23,不通过,,,,,,,,,,,,,,,,否
RES01676,数据分析师,产品部,前程无忧,2024-01-25,不通过,,,,,,,,,,,,,,,,否
RES01677,销售代表,销售部,内部推荐,2024-08-26,不通过,,,,,,,,,,,,,,,,否
RES01678,Java开发工程师,技术部,BOSS直聘,2024-12-20,通过,2024-12-23,2024-12-25,王明,通过,2025-01-03,吴飞,通过,2025-01-01,沈凤英,通过,2025-01-14,23k,23211.0,是,2025-01-27,是
RES01679,前端开发工程师,技术部,智联招聘,2024-01-10,通过,2024-01-11,2024-01-13,潘建国,不通过,,,,,,,,,,,,否
RES01680,前端开发工程师,技术部,校园招聘,2024-12-09,不通过,,,,,,,,,,,,,,,,否
RES01681,市场推广,市场部,智联招聘,2024-01-02,通过,2024-01-03,2024-01-05,葛秀英,通过,2024-01-13,刘海燕,不通过,,,,,,,,,否
RES01682,市场推广,市场部,前程无忧,2025-01-20,不通过,,,,,,,,,,,,,,,,否
RES01683,HRBP,人事部,猎聘,2024-11-10,不通过,,,,,,,,,,,,,,,,否
RES01684,数据分析师,产品部,猎头,2024-04-16,通过,2024-04-18,2024-04-23,陈娜,通过,2024-04-28,张莹,不通过,,,,,,,,,否
RES01685,测试工程师,技术部,智联招聘,2024-07-29,不通过,,,,,,,,,,,,,,,,否
RES01686,Java开发工程师,技术部,智联招聘,2025-06-26,不通过,,,,,,,,,,,,,,,,否
RES01687,数据分析师,产品部,内部推荐,2024-08-31,不通过,,,,,,,,,,,,,,,,否
RES01688,产品运营,运营部,内部推荐,2025-03-05,通过,2025-03-09,2025-03-15,李雪梅,通过,2025-03-17,王霞,通过,2025-03-22,王志强,通过,2025-03-28,33k,34473.0,否,,否
RES01689,测试工程师,技术部,内部推荐,2025-05-18,不通过,,,,,,,,,,,,,,,,否
RES01690,市场推广,市场部,智联招聘,2024-03-02,不通过,,,,,,,,,,,,,,,,否
RES01691,数据分析师,产品部,智联招聘,2024-05-25,通过,2024-05-30,2024-05-30,王丹丹,通过,2024-06-04,刘玲,不通过,,,,,,,,,否
RES01692,销售代表,销售部,前程无忧,2024-10-13,不通过,,,,,,,,,,,,,,,,否
RES01693,前端开发工程师,技术部,校园招聘,2024-04-05,通过,2024-04-09,2024-04-14,谢健,通过,2024-04-13,王秀云,通过,2024-04-23,徐建国,通过,2024-04-30,11k,12609.0,否,,否
RES01694,前端开发工程师,技术部,校园招聘,2024-02-14,不通过,,,,,,,,,,,,,,,,否
RES01695,财务会计,财务部,BOSS直聘,2024-08-25,不通过,,,,,,,,,,,,,,,,否
RES01696,财务会计,财务部,智联招聘,2025-06-16,不通过,,,,,,,,,,,,,,,,否
RES01697,HRBP,人事部,智联招聘,2025-02-26,不通过,,,,,,,,,,,,,,,,否
RES01698,Java开发工程师,技术部,猎头,2025-01-16,通过,2025-01-19,2025-01-24,袁静,不通过,,,,,,,,,,,,否
RES01699,测试工程师,技术部,猎聘,2025-04-14,通过,2025-04-18,2025-04-21,黄玉华,不通过,,,,,,,,,,,,否
RES01700,测试工程师,技术部,智联招聘,2024-03-27,通过,2024-04-01,2024-03-31,朱健,不通过,,,,,,,,,,,,否
RES01701,产品经理,产品部,BOSS直聘,2024-04-07,不通过,,,,,,,,,,,,,,,,否
RES01702,客服主管,客服部,前程无忧,2025-06-01,不通过,,,,,,,,,,,,,,,,否
RES01703,市场推广,市场部,BOSS直聘,2024-05-16,不通过,,,,,,,,,,,,,,,,否
RES01704,Java开发工程师,技术部,内部推荐,2025-02-07,不通过,,,,,,,,,,,,,,,,否
RES01705,前端开发工程师,技术部,内部推荐,2024-03-17,通过,2024-03-18,2024-03-22,张琴,通过,2024-03-26,田莉,通过,2024-04-02,萧金凤,通过,2024-04-10,26k,27152.0,是,2024-04-25,是
RES01706,行政专员,人事部,智联招聘,2024-03-04,不通过,,,,,,,,,,,,,,,,否
RES01707,财务会计,财务部,智联招聘,2025-03-21,不通过,,,,,,,,,,,,,,,,否
RES01708,客服主管,客服部,校园招聘,2024-05-13,不通过,,,,,,,,,,,,,,,,否
RES01709,市场推广,市场部,BOSS直聘,2024-08-30,不通过,,,,,,,,,,,,,,,,否
RES01710,测试工程师,技术部,BOSS直聘,2024-10-25,通过,2024-10-29,2024-11-03,刘秀芳,通过,2024-11-01,蔡淑英,通过,2024-11-08,周淑华,通过,2024-11-14,17k,18267.0,是,2024-12-24,是
RES01711,测试工程师,技术部,校园招聘,2024-09-24,通过,2024-09-25,2024-09-30,丁帆,通过,2024-10-02,文欢,通过,2024-10-06,黄林,通过,2024-10-16,19k,18634.0,否,,否
RES01712,产品运营,运营部,内部推荐,2024-11-18,通过,2024-11-22,2024-11-25,赵秀英,通过,2024-11-29,王淑兰,不通过,,,,,,,,,否
RES01713,产品运营,运营部,内部推荐,2025-02-06,通过,2025-02-10,2025-02-14,李梅,通过,2025-02-15,苏秀云,不通过,,,,,,,,,否
RES01714,财务会计,财务部,BOSS直聘,2024-11-30,不通过,,,,,,,,,,,,,,,,否
RES01715,Java开发工程师,技术部,BOSS直聘,2024-11-21,通过,2024-11-23,2024-11-27,李英,通过,2024-11-29,唐海燕,通过,2024-12-10,孙林,通过,2024-12-14,14k,13660.0,否,,否
RES01716,市场推广,市场部,BOSS直聘,2025-04-08,不通过,,,,,,,,,,,,,,,,否
RES01717,测试工程师,技术部,BOSS直聘,2024-10-05,通过,2024-10-09,2024-10-13,李欢,候选人放弃,,,,,,,,,,,,否
RES01718,客服主管,客服部,内部推荐,2024-08-27,通过,2024-08-31,2024-09-05,王勇,通过,2024-09-11,冯飞,通过,2024-09-14,唐冬梅,通过,2024-09-12,32k,30411.0,否,,否
RES01719,前端开发工程师,技术部,BOSS直聘,2024-03-17,不通过,,,,,,,,,,,,,,,,否
RES01720,Java开发工程师,技术部,猎聘,2024-07-26,不通过,,,,,,,,,,,,,,,,否
RES01721,财务会计,财务部,BOSS直聘,2024-05-19,不通过,,,,,,,,,,,,,,,,否
RES01722,HRBP,人事部,智联招聘,2024-04-21,不通过,,,,,,,,,,,,,,,,否
RES01723,测试工程师,技术部,猎头,2024-06-08,不通过,,,,,,,,,,,,,,,,否
RES01724,产品经理,产品部,BOSS直聘,2024-04-18,不通过,,,,,,,,,,,,,,,,否
RES01725,Java开发工程师,技术部,智联招聘,2024-06-17,通过,2024-06-21,2024-06-20,孟桂荣,通过,2024-07-02,曹桂英,通过,2024-06-29,郑海燕,通过,2024-07-03,9k,9341.0,否,,否
RES01726,测试工程师,技术部,智联招聘,2025-04-05,通过,2025-04-10,2025-04-12,李凤兰,通过,2025-04-17,李军,不通过,,,,,,,,,否
RES01727,销售代表,销售部,BOSS直聘,2025-04-22,不通过,,,,,,,,,,,,,,,,否
RES01728,市场推广,市场部,前程无忧,2024-11-17,通过,2024-11-22,2024-11-20,韩欢,候选人放弃,,,,,,,,,,,,否
RES01729,产品运营,运营部,智联招聘,2025-02-20,不通过,,,,,,,,,,,,,,,,否
RES01730,销售代表,销售部,猎聘,2024-05-03,不通过,,,,,,,,,,,,,,,,否
RES01731,Java开发工程师,技术部,内部推荐,2025-01-01,通过,2025-01-05,2025-01-06,孙荣,通过,2025-01-12,王岩,通过,2025-01-13,史荣,通过,2025-01-23,28k,29503.0,是,2025-01-31,是
RES01732,Java开发工程师,技术部,前程无忧,2024-07-31,不通过,,,,,,,,,,,,,,,,否
RES01733,销售代表,销售部,BOSS直聘,2025-04-07,不通过,,,,,,,,,,,,,,,,否
RES01734,HRBP,人事部,前程无忧,2024-11-11,通过,2024-11-12,2024-11-21,连芳,通过,2024-11-19,王勇,通过,2024-11-30,吴洁,通过,2024-11-28,34k,33028.0,否,,否
RES01735,销售代表,销售部,BOSS直聘,2025-04-19,通过,2025-04-24,2025-04-23,夏建华,候选人放弃,,,,,,,,,,,,否
RES01736,前端开发工程师,技术部,前程无忧,2024-09-28,不通过,,,,,,,,,,,,,,,,否
RES01737,客服主管,客服部,猎聘,2024-05-02,不通过,,,,,,,,,,,,,,,,否
RES01738,销售代表,销售部,BOSS直聘,2024-04-02,通过,2024-04-04,2024-04-08,陈桂花,通过,2024-04-13,罗飞,通过,2024-04-15,李峰,通过,2024-04-26,24k,23512.0,是,2024-05-14,是
RES01739,数据分析师,产品部,内部推荐,2024-06-10,通过,2024-06-14,2024-06-13,洪桂英,通过,2024-06-18,王磊,通过,2024-06-22,张金凤,通过,2024-07-04,17k,16250.0,是,2024-07-31,是
RES01740,数据分析师,产品部,校园招聘,2024-11-07,通过,2024-11-10,2024-11-17,张淑兰,不通过,,,,,,,,,,,,否
RES01741,销售代表,销售部,内部推荐,2024-02-11,通过,2024-02-13,2024-02-17,庄桂兰,通过,2024-02-26,孙亮,通过,2024-02-24,王凤英,通过,2024-02-28,29k,27436.0,是,2024-03-30,是
RES01742,市场推广,市场部,智联招聘,2024-08-08,不通过,,,,,,,,,,,,,,,,否
RES01743,客服主管,客服部,前程无忧,2024-12-01,不通过,,,,,,,,,,,,,,,,否
RES01744,产品经理,产品部,校园招聘,2024-05-31,不通过,,,,,,,,,,,,,,,,否
RES01745,销售代表,销售部,智联招聘,2024-04-03,不通过,,,,,,,,,,,,,,,,否
RES01746,测试工程师,技术部,内部推荐,2024-09-11,通过,2024-09-15,2024-09-21,杜丽,通过,2024-09-25,毛坤,通过,2024-09-25,孟云,通过,2024-10-05,31k,33884.0,是,2024-10-27,是
RES01747,销售代表,销售部,BOSS直聘,2024-12-30,不通过,,,,,,,,,,,,,,,,否
RES01748,前端开发工程师,技术部,BOSS直聘,2025-02-09,不通过,,,,,,,,,,,,,,,,否
RES01749,数据分析师,产品部,内部推荐,2025-06-09,通过,2025-06-14,2025-06-18,林林,通过,2025-06-16,王坤,通过,2025-06-23,宋淑英,不通过,,,,,,否
RES01750,产品运营,运营部,内部推荐,2024-02-20,通过,2024-02-21,2024-03-01,蒋冬梅,通过,2024-03-01,谭宁,通过,2024-03-06,黄淑珍,不通过,,,,,,否
RES01751,数据分析师,产品部,内部推荐,2024-11-02,通过,2024-11-04,2024-11-11,王彬,不通过,,,,,,,,,,,,否
RES01752,数据分析师,产品部,校园招聘,2024-09-23,不通过,,,,,,,,,,,,,,,,否
RES01753,前端开发工程师,技术部,BOSS直聘,2024-06-27,通过,2024-06-30,2024-07-01,陈秀华,通过,2024-07-09,蒋宁,通过,2024-07-09,邢霞,通过,2024-07-14,18k,17069.0,是,2024-07-31,试用期离职
RES01754,销售代表,销售部,BOSS直聘,2024-02-01,不通过,,,,,,,,,,,,,,,,否
RES01755,市场推广,市场部,校园招聘,2025-02-18,通过,2025-02-21,2025-02-25,耿超,候选人放弃,,,,,,,,,,,,否
RES01756,测试工程师,技术部,BOSS直聘,2025-04-08,通过,2025-04-10,2025-04-14,罗波,通过,2025-04-15,马岩,通过,2025-04-21,谢丽丽,通过,2025-04-26,9k,9652.0,否,,否
RES01757,前端开发工程师,技术部,猎聘,2024-09-12,通过,2024-09-16,2024-09-20,邓静,通过,2024-09-27,左婷,通过,2024-09-27,赵秀华,通过,2024-10-06,23k,23527.0,是,2024-11-09,是
RES01758,市场推广,市场部,前程无忧,2024-04-06,通过,2024-04-07,2024-04-15,徐晨,通过,2024-04-14,许娜,不通过,,,,,,,,,否
RES01759,客服主管,客服部,BOSS直聘,2025-04-18,通过,2025-04-23,2025-04-22,向凤英,通过,2025-04-25,张静,通过,2025-05-05,周静,通过,2025-05-03,15k,16325.0,是,2025-06-13,是
RES01760,市场推广,市场部,BOSS直聘,2024-04-14,不通过,,,,,,,,,,,,,,,,否
RES01761,HRBP,人事部,前程无忧,2024-05-23,通过,2024-05-25,2024-05-29,魏莹,通过,2024-06-07,申桂荣,不通过,,,,,,,,,否
RES01762,行政专员,人事部,校园招聘,2024-05-04,不通过,,,,,,,,,,,,,,,,否
RES01763,客服主管,客服部,猎聘,2024-01-13,不通过,,,,,,,,,,,,,,,,否
RES01764,行政专员,人事部,前程无忧,2024-03-04,不通过,,,,,,,,,,,,,,,,否
RES01765,销售代表,销售部,前程无忧,2024-08-15,不通过,,,,,,,,,,,,,,,,否
RES01766,销售代表,销售部,BOSS直聘,2024-05-13,不通过,,,,,,,,,,,,,,,,否
RES01767,HRBP,人事部,BOSS直聘,2024-07-21,不通过,,,,,,,,,,,,,,,,否
RES01768,Java开发工程师,技术部,智联招聘,2025-02-14,不通过,,,,,,,,,,,,,,,,否
RES01769,数据分析师,产品部,BOSS直聘,2025年01月16日,不通过,,,,,,,,,,,,,,,,否
RES01770,行政专员,人事部,BOSS直聘,2024-03-27,通过,2024-03-31,2024-04-04,熊阳,通过,2024-04-03,袁桂珍,不通过,,,,,,,,,否
RES01771,前端开发工程师,技术部,智联招聘,2024-09-22,通过,2024-09-27,2024-09-25,田阳,不通过,,,,,,,,,,,,否
RES01772,HRBP,人事部,智联招聘,2024-03-17,通过,2024-03-18,2024-03-20,申婷,候选人放弃,,,,,,,,,,,,否
RES01773,客服主管,客服部,BOSS直聘,2024-01-23,通过,2024-01-24,2024-01-27,刘丹丹,候选人放弃,,,,,,,,,,,,否
RES01774,产品经理,产品部,前程无忧,2024-03-07,不通过,,,,,,,,,,,,,,,,否
RES01775,前端开发工程师,技术部,前程无忧,2024-07-21,不通过,,,,,,,,,,,,,,,,否
RES01776,市场推广,市场部,BOSS直聘,2025-03-30,通过,2025-03-31,2025-04-09,白璐,通过,2025-04-11,牛桂花,通过,2025-04-15,李岩,通过,2025-04-17,8k,9452.0,是,2025-05-24,是
RES01777,销售代表,销售部,校园招聘,2024-05-11,不通过,,,,,,,,,,,,,,,,否
RES01778,数据分析师,产品部,BOSS直聘,2024-04-04,不通过,,,,,,,,,,,,,,,,否
RES01779,客服主管,客服部,校园招聘,2024-12-05,不通过,,,,,,,,,,,,,,,,否
RES01780,HRBP,人事部,BOSS直聘,2024-05-05,不通过,,,,,,,,,,,,,,,,否
RES01781,行政专员,人事部,校园招聘,2024-02-13,不通过,,,,,,,,,,,,,,,,否
RES01782,行政专员,人事部,BOSS直聘,2025-04-17,通过,2025-04-21,2025-04-26,杨楠,不通过,,,,,,,,,,,,否
RES01783,财务会计,财务部,内部推荐,2024-02-21,通过,2024-02-22,2024-02-29,康林,通过,2024-03-04,叶兵,通过,2024-03-04,彭桂英,通过,2024-03-10,15k,14329.0,是,2024-04-04,是
RES01784,销售代表,销售部,智联招聘,2024-06-21,不通过,,,,,,,,,,,,,,,,否
RES01785,前端开发工程师,技术部,内部推荐,2025-03-19,不通过,,,,,,,,,,,,,,,,否
RES01786,市场推广,市场部,智联招聘,2025-02-08,不通过,,,,,,,,,,,,,,,,否
RES01787,市场推广,市场部,BOSS直聘,2025-05-23,不通过,,,,,,,,,,,,,,,,否
RES01788,销售代表,销售部,内部推荐,2024-01-31,通过,2024-02-02,2024-02-03,曾军,通过,2024-02-09,张东,通过,2024-02-17,罗桂珍,通过,2024-02-20,27k,28600.0,是,2024-03-10,是
RES01789,测试工程师,技术部,BOSS直聘,2025-01-26,不通过,,,,,,,,,,,,,,,,否
RES01790,财务会计,财务部,校园招聘,2025-03-12,不通过,,,,,,,,,,,,,,,,否
RES01791,测试工程师,技术部,BOSS直聘,2024-06-25,不通过,,,,,,,,,,,,,,,,否
RES01792,测试工程师,技术部,智联招聘,2024-12-28,通过,2025-01-02,2025-01-05,夏晨,通过,2025-01-07,何淑华,不通过,,,,,,,,,否
RES01793,财务会计,财务部,猎聘,2024-08-07,不通过,,,,,,,,,,,,,,,,否
RES01794,数据分析师,产品部,智联招聘,2024-07-10,不通过,,,,,,,,,,,,,,,,否
RES01795,前端开发工程师,技术部,BOSS直聘,2024-10-08,不通过,,,,,,,,,,,,,,,,否
RES01796,财务会计,财务部,内部推荐,2024-10-13,通过,2024-10-15,2024-10-20,方欣,通过,2024-10-28,刘岩,通过,2024-10-25,王淑兰,通过,2024-11-02,21k,22344.0,是,2024-11-20,是
RES01797,HRBP,人事部,内部推荐,2025-04-01,不通过,,,,,,,,,,,,,,,,否
